Player,TEAM,College,Country,PIE_2017,PIE_2018,AGE,MIN_2017,GP,W,L,PTS,FGM,3P%,FTM,FT%,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,Height,Weight,Draft_Number,%_Box_Outs_Off,%_Box_Outs_Def,%_Team_RebWhen_Box_Out,%_Player_RebWhen_Box_Out,ContestedREB%,DeferredREB_Chances,AdjustedREB_Chance%,AVG_REBDistance,PassesMade,PassesReceived,SecondaryAST,ASTAdj,AST_ToPass%_Adj,ScreenAssists_PTS,Deflections,%_Loose_BallsRecovered_OFF,%_Loose_BallsRecovered_DEF,ChargesDrawn,Contested2PT_Shots,Contested3PT_Shots,FGM_und_5ft,FG%_und_5ft,FGM_5_9ft,FG%_5_9ft,FGM_10_14ft,FG%_10_14ft,FGM_15_19ft,FG%_15_19ft,OPP_FGM_und_5ft,OPP_FG%_und_5ft,OPP_FGM_5_9ft,OPP_FG%_5_9ft,OPP_FGM_10_14ft,OPP_FG%_10_14ft,OPP_FGM_15_19ft,OPP_FG%_15_19ft,OPP_FGM_20_24ft,OPP_FG%_20_24ft,OPP_FGM_25_29ft,OPP_FG%_25_29ft,DEFRTG,NETRTG,AST%,OREB%,DREB%,eFG%,TS%,USG%,PACE,cluster_five,cluster_ten,cluster_fourteen
Omri Casspi,GSW,None,Israel,11.9,11.8,30,14.0,53,40,13,5.7,2.3,45.5,0.9,72.5,0.7,0.3,0.4,1.3,13.0,3,0,1.0,81.0,225,23,31.1,68.9,86.1,38.9,25.0,0.5,57.5,4.5,18.6,14.5,0.1,1.1,6.1,0.5,0.6,38.5,61.5,0.0,2.5,1.0,1.6,68.0,0.4,42.2,0.2,47.1,0.0,0.0,5.6,59.0,1.2,37.5,0.7,31.8,1.0,35.9,1.5,40.3,1.6,31.3,103.4,3.2,9.9,4.4,20.5,60.4,63.2,15.7,102.01,3,8,7
Otto Porter Jr.,WAS,Georgetown,USA,12.4,10.3,25,31.6,77,42,35,14.7,5.8,44.1,1.4,82.8,1.0,1.5,0.5,2.0,30.6,13,0,3.7,80.0,198,3,19.3,80.7,85.7,28.6,31.1,0.6,55.7,7.0,33.8,29.5,0.4,2.5,7.3,1.4,2.9,27.2,72.8,0.01,3.2,2.3,1.6,66.5,0.5,45.9,0.5,41.0,1.0,55.2,12.0,63.0,1.9,40.1,1.8,36.7,2.5,43.0,2.8,36.7,4.1,33.2,105.1,5.1,9.6,4.4,16.1,58.1,60.2,18.2,97.75,3,4,0
P.J. Tucker,HOU,Texas,USA,5.9,5.6,33,27.8,82,65,17,6.1,2.1,37.1,0.5,71.7,0.9,1.0,0.3,2.5,17.1,3,0,6.4,78.0,245,35,17.0,83.0,86.4,29.8,31.9,0.6,57.1,6.5,25.1,15.4,0.2,1.2,4.6,3.2,1.6,38.6,61.4,0.13,3.9,2.7,0.5,54.4,0.1,23.8,0.0,20.0,0.0,33.3,10.6,62.9,2.0,43.2,1.6,38.9,1.6,39.4,3.0,36.7,3.5,33.8,103.4,11.4,4.7,4.1,16.0,52.0,53.7,10.3,98.82,3,4,13
Pascal Siakam,TOR,New Mexico State,Cameroon,10.2,12.4,24,20.7,81,59,22,7.3,3.1,22.0,0.7,62.1,0.8,0.8,0.5,2.0,18.6,0,0,3.7,81.0,230,27,6.9,93.1,91.4,29.1,36.3,0.4,55.3,6.3,29.7,22.0,0.2,2.2,7.3,2.4,1.4,43.9,56.1,0.0,4.2,2.2,2.3,68.9,0.3,38.6,0.1,47.6,0.0,33.3,7.5,57.4,1.4,31.8,1.4,44.1,1.2,38.2,1.7,37.2,2.5,36.8,102.3,8.9,13.3,4.8,16.8,53.7,54.9,15.4,98.4,3,4,0
Pat Connaughton,POR,Notre Dame,USA,5.8,9.4,25,18.1,82,49,33,5.4,2.0,35.2,0.5,84.1,0.5,0.3,0.3,1.5,10.5,0,0,1.7,77.0,210,41,5.3,94.7,89.7,1.7,21.7,0.4,56.7,9.2,15.5,16.4,0.1,1.3,8.4,0.6,0.6,51.0,49.0,0.01,3.0,1.9,0.8,58.3,0.1,40.7,0.1,50.0,0.1,28.0,5.5,53.3,1.2,46.2,1.2,36.3,1.7,46.3,2.3,39.7,2.0,34.7,103.5,4.3,8.5,2.3,8.0,51.8,53.9,12.8,99.01,3,4,0
Patrick Beverley,LAC,Arkansas,USA,7.6,7.9,29,30.3,11,5,6,12.2,4.4,40.0,1.3,82.4,2.3,1.7,0.5,3.1,25.7,0,0,2.3,73.0,185,42,28.6,71.4,100.0,60.0,22.2,0.4,47.9,9.1,48.0,52.1,1.0,4.2,8.7,0.3,2.3,23.8,76.2,0.45,2.5,2.1,1.7,51.4,0.3,37.5,0.2,25.0,0.0,0.0,8.2,55.2,2.0,45.8,2.1,40.4,3.0,41.3,4.2,45.5,4.2,37.7,104.9,6.0,15.0,4.7,9.2,50.4,53.0,19.8,95.99,0,5,10
Patrick McCaw,GSW,UNLV,USA,4.6,4.9,22,16.9,57,41,16,4.0,1.6,23.8,0.5,76.5,0.7,0.8,0.2,1.2,9.9,0,0,-1.5,79.0,185,38,1.8,98.2,84.4,20.0,18.3,0.1,47.1,9.0,20.6,21.2,0.2,1.7,8.4,0.6,1.3,31.4,68.6,0.05,1.9,1.2,1.0,61.3,0.1,28.6,0.1,25.0,0.1,33.3,7.4,61.0,1.3,37.1,1.3,42.4,1.3,40.8,1.8,40.2,2.1,35.0,109.8,-3.5,11.3,1.7,6.5,45.1,47.7,12.5,100.58,3,4,13
Patrick Patterson,OKC,Kentucky,USA,7.4,6.0,29,15.5,82,48,34,3.9,1.3,38.6,0.5,87.0,0.4,0.6,0.3,1.1,9.9,0,0,-0.9,81.0,230,14,6.2,93.8,88.2,18.4,35.5,0.3,53.3,6.4,16.8,11.5,0.0,0.7,4.3,2.3,0.9,32.1,67.9,0.02,3.6,1.5,0.3,53.2,0.1,33.3,0.0,25.0,0.0,25.0,6.0,58.6,0.8,31.7,1.0,46.0,0.8,44.7,1.9,35.2,1.8,39.6,105.7,-3.1,6.8,2.4,12.8,52.3,55.5,11.2,96.4,3,4,13
Patty Mills,SAS,St. Mary's (CA),Australia,7.5,8.1,29,25.7,82,47,35,10.0,3.4,37.2,1.3,89.0,1.3,0.7,0.1,1.6,17.6,0,0,1.4,72.0,185,55,1.9,98.1,91.7,5.6,11.7,0.3,50.2,12.3,35.7,42.1,0.7,3.5,9.8,0.5,1.3,44.7,55.3,0.04,1.6,1.6,0.6,57.0,0.1,31.6,0.0,36.4,0.5,42.5,9.6,61.6,1.9,39.9,1.8,41.6,2.0,41.5,2.5,36.3,2.9,36.6,105.3,2.6,15.8,1.2,6.1,52.3,55.8,17.2,97.02,1,2,0
Pau Gasol,SAS,None,Spain,15.0,13.0,37,23.5,77,45,32,10.1,3.7,35.8,2.1,75.6,1.4,0.3,1.0,1.6,27.0,16,1,0.8,84.0,250,3,21.6,78.4,87.8,36.6,40.5,0.7,61.6,4.5,41.3,32.0,0.2,3.4,8.3,5.1,0.4,50.0,50.0,0.03,8.9,1.2,1.9,63.2,0.4,31.9,0.3,33.8,0.5,43.4,7.9,57.3,1.9,40.9,1.9,42.4,2.1,40.7,2.4,35.4,2.9,37.0,101.6,1.0,20.8,6.9,25.6,49.2,53.9,20.1,97.0,3,1,12
Paul George,OKC,Fresno State,USA,12.0,16.1,28,36.6,79,47,32,21.9,7.3,40.1,4.3,82.2,2.7,2.0,0.5,2.9,38.6,4,0,2.9,81.0,220,10,8.5,91.5,89.5,21.6,23.1,0.8,51.3,8.1,32.7,41.2,0.4,4.0,12.3,0.8,3.9,44.4,55.6,0.06,4.2,3.9,2.4,60.8,0.4,36.7,0.5,35.3,0.8,34.3,13.8,61.8,2.2,37.5,2.2,42.1,1.8,37.9,5.4,38.2,4.1,37.4,106.0,3.7,14.3,2.3,13.2,52.1,57.0,24.8,99.23,1,2,8
Paul Millsap,DEN,Louisiana Tech,USA,10.5,11.3,33,30.1,38,22,16,14.6,5.3,34.5,2.9,69.6,1.9,1.0,1.2,2.6,31.1,2,0,2.7,80.0,246,47,13.0,87.0,90.4,30.1,40.0,0.8,55.7,6.1,32.5,32.9,0.2,3.0,9.3,1.8,2.2,35.3,64.7,0.24,7.2,3.5,2.2,59.3,1.1,47.7,0.8,43.9,0.2,33.3,11.4,59.8,2.5,40.4,1.9,43.7,1.8,38.8,4.0,36.5,3.7,40.7,107.8,3.9,13.9,5.8,15.3,50.9,54.9,21.7,98.06,3,5,10
Quincy Acy,BKN,Baylor,USA,5.8,1.7,27,19.4,70,26,44,5.9,1.9,34.9,0.7,81.7,0.9,0.5,0.4,2.1,13.3,0,0,-0.8,79.0,240,37,8.8,91.2,84.7,17.3,22.5,0.5,54.4,6.0,25.8,20.1,0.2,1.0,4.0,3.7,1.4,50.0,50.0,0.3,4.5,1.6,0.3,45.7,0.0,0.0,0.0,20.0,0.1,45.5,6.0,57.9,1.8,43.2,1.5,41.9,1.9,41.9,2.7,41.8,2.2,37.8,106.7,-1.9,6.1,2.8,15.3,49.6,52.5,14.3,100.89,3,4,13
Quincy Pondexter,CHI,Washington,USA,1.9,9.0,30,8.5,23,6,17,2.0,0.6,13.6,0.6,82.4,0.5,0.3,0.1,1.0,4.8,0,0,-3.9,79.0,225,26,8.3,91.7,77.8,11.1,29.6,0.3,52.9,7.7,9.3,7.8,0.1,0.5,5.6,0.3,0.5,50.0,50.0,0.04,0.9,0.7,0.4,50.0,0.1,33.3,0.1,100.0,0.0,0.0,2.7,69.2,0.6,52.6,0.6,35.7,0.5,34.5,1.5,47.8,1.1,31.3,109.1,-20.8,7.8,3.5,10.3,31.6,39.8,15.1,99.34,0,6,6
Quinn Cook,GSW,Duke,USA,8.7,9.3,25,22.4,33,21,12,9.5,3.7,44.2,0.7,88.0,1.0,0.4,0.0,1.8,16.7,0,0,-1.2,74.0,179,61,20.8,79.2,62.5,0.0,13.4,0.4,43.4,10.1,38.9,41.8,0.6,3.5,8.9,0.8,0.5,45.5,54.5,0.0,1.6,1.6,0.8,52.9,0.3,50.0,0.4,48.1,0.5,45.9,8.8,60.7,1.9,42.6,1.7,42.3,1.7,38.2,2.7,39.7,3.0,35.7,108.4,-2.2,17.9,1.4,9.4,57.5,59.3,17.6,98.82,1,5,10
RJ Hunter,HOU,Georgia State,USA,5.2,13.3,24,9.0,5,3,2,3.8,1.4,21.4,0.4,100.0,0.4,0.6,0.0,1.4,7.3,0,0,0.2,77.0,185,28,0.0,100.0,100.0,0.0,40.0,0.4,100.0,7.8,7.4,9.6,0.2,0.8,10.8,0.0,1.2,33.3,66.7,0.0,0.2,0.8,0.8,60.0,0.0,0.0,0.0,0.0,0.3,100.0,2.8,52.4,1.7,45.5,1.0,75.0,1.0,50.0,1.3,25.0,1.0,23.8,95.7,1.1,11.1,0.0,9.4,42.5,45.5,21.4,97.96,0,0,11
Rajon Rondo,NOP,Kentucky,USA,11.5,9.9,32,26.2,65,41,24,8.3,3.6,33.3,0.4,54.3,2.3,1.1,0.2,1.8,26.8,15,2,0.3,73.0,186,21,8.2,91.8,82.5,17.5,14.1,0.4,48.7,8.7,56.4,55.9,0.6,8.9,15.8,1.4,2.0,25.6,74.4,0.03,1.4,1.9,2.1,58.0,0.3,51.2,0.1,50.0,0.2,32.5,10.5,60.4,1.9,39.9,1.8,40.5,2.4,40.3,2.8,35.5,3.9,36.7,106.8,0.8,40.6,1.8,12.4,51.8,52.2,16.4,103.59,1,2,8
Raul Neto,UTA,None,Brazil,8.8,9.6,26,12.2,41,28,13,4.5,1.7,40.4,0.6,74.3,0.9,0.3,0.1,0.9,9.0,0,0,2.9,73.0,179,47,0.0,100.0,88.9,22.2,6.1,0.2,43.8,10.6,21.5,23.2,0.2,2.1,10.0,0.4,0.5,34.8,65.2,0.07,2.1,1.5,0.9,58.7,0.1,37.5,0.1,26.7,0.1,33.3,3.5,54.3,1.0,33.6,1.0,46.7,0.7,38.4,1.3,36.7,1.1,29.0,95.4,9.5,23.0,1.4,7.9,52.0,55.0,17.3,100.31,0,5,10
Raymond Felton,OKC,North Carolina,USA,10.1,8.9,34,16.6,82,48,34,6.9,2.7,35.2,0.4,81.8,0.9,0.6,0.2,1.1,14.3,0,0,-0.6,73.0,205,5,5.7,94.3,89.6,16.4,19.7,0.4,53.5,9.3,26.1,30.8,0.3,2.9,11.0,0.4,1.1,33.9,66.1,0.02,1.7,1.6,0.7,53.3,0.3,42.9,0.2,42.1,0.4,37.5,6.1,57.9,0.9,31.3,1.0,44.1,0.9,44.3,2.1,34.9,1.9,39.6,104.7,-1.3,25.5,1.8,9.7,47.9,49.4,21.0,95.93,3,4,0
Reggie Bullock,DET,North Carolina,USA,8.4,6.9,27,27.9,62,32,30,11.3,4.3,44.5,0.6,79.6,0.8,0.8,0.2,1.1,18.7,0,0,0.4,79.0,205,25,0.0,100.0,96.7,23.3,28.6,0.4,53.1,9.2,19.7,23.7,0.2,1.8,9.1,0.5,1.2,27.3,72.7,0.03,2.7,2.8,1.4,65.7,0.1,26.5,0.3,42.9,0.3,46.7,10.2,63.7,1.8,34.8,1.6,40.7,2.0,42.8,3.0,36.2,4.2,36.6,106.9,0.6,8.1,1.5,7.2,60.3,61.5,15.3,98.41,3,4,0
Reggie Jackson,DET,Boston College,USA,10.8,10.0,28,26.7,45,27,18,14.6,5.5,30.8,2.5,83.6,2.2,0.6,0.1,1.9,25.7,0,0,0.3,75.0,208,24,2.4,97.6,92.9,14.3,17.6,0.7,46.8,9.7,49.2,61.8,0.5,5.9,12.0,0.6,1.3,51.1,48.9,0.09,2.3,3.0,1.5,50.7,1.1,48.5,1.0,51.2,0.6,36.1,9.5,63.7,2.0,41.6,1.6,40.6,2.4,45.4,3.3,45.1,3.4,33.8,106.6,0.4,33.1,2.3,8.4,47.1,51.6,26.5,96.84,1,2,8
Richaun Holmes,PHI,Bowling Green,USA,11.5,12.5,24,15.5,48,30,18,6.5,2.8,12.9,0.8,66.1,0.5,0.4,0.6,2.0,16.2,1,0,-0.8,82.0,235,37,15.3,84.7,84.5,30.9,43.0,0.5,51.9,5.7,21.0,17.8,0.1,1.4,6.9,3.6,0.8,61.5,38.5,0.0,4.3,1.5,2.2,74.3,0.3,41.9,0.2,36.8,0.0,18.2,5.4,60.9,1.1,38.4,1.2,37.7,1.2,36.8,1.5,38.7,2.5,35.9,105.7,-1.6,12.2,7.4,18.2,56.8,58.5,15.9,103.41,3,8,2
Ricky Rubio,UTA,None,Spain,11.5,10.3,27,29.3,77,44,33,13.1,4.5,35.2,2.9,86.6,2.7,1.6,0.1,2.7,29.0,11,0,2.7,76.0,190,5,0.0,100.0,87.2,10.6,15.7,0.5,53.2,9.3,59.4,63.4,0.7,6.2,10.4,0.5,3.0,33.0,67.0,0.1,2.9,2.2,1.1,49.7,0.2,28.3,0.6,46.2,1.1,44.3,9.7,60.8,2.2,41.5,1.9,35.2,2.5,42.6,3.3,40.5,3.2,34.8,101.2,4.7,28.3,2.0,13.9,47.6,53.7,22.2,97.48,1,2,8
Robert Covington,PHI,Tennessee State,USA,9.0,8.3,27,31.6,80,51,29,12.6,4.3,36.9,1.5,85.3,1.6,1.7,0.9,3.0,28.3,7,0,6.6,81.0,225,61,15.9,84.1,83.2,17.8,27.7,0.9,53.4,7.4,33.3,29.2,0.3,2.4,7.1,0.9,3.9,26.7,73.3,0.01,4.3,3.6,1.4,60.3,0.2,46.4,0.0,9.1,0.2,43.2,10.0,58.2,2.2,37.0,2.3,42.7,2.7,38.9,2.8,36.2,4.4,32.6,100.0,9.9,8.4,2.2,13.7,53.4,56.3,16.8,101.42,3,4,0
Robin Lopez,CHI,Stanford,USA,8.7,8.8,30,26.4,64,23,41,11.8,5.3,28.6,1.1,75.6,1.7,0.2,0.8,1.7,21.6,3,0,-3.1,84.0,277,15,25.3,74.7,87.3,23.3,54.1,1.0,46.5,5.4,22.2,27.4,0.2,2.3,10.3,9.3,0.3,41.7,58.3,0.02,9.3,1.8,3.0,65.7,1.3,50.3,0.3,36.4,0.5,43.8,9.5,60.7,1.9,43.7,1.7,41.4,2.2,44.1,3.5,39.1,3.5,37.6,107.7,-6.1,11.9,7.4,9.3,53.3,55.2,20.3,99.0,3,8,1
Rodney Hood,CLE,Duke,USA,9.0,7.5,25,26.9,60,29,31,14.7,5.4,38.1,1.9,86.0,1.2,0.8,0.2,1.8,22.1,0,0,-1.2,80.0,206,23,0.9,99.1,83.8,13.2,12.7,0.4,52.9,9.3,22.2,30.4,0.4,2.1,9.2,0.5,1.1,42.9,57.1,0.03,3.0,2.2,1.0,59.2,0.7,43.3,0.7,44.4,0.6,38.5,9.7,61.4,2.2,43.1,1.9,41.8,1.8,41.6,3.0,38.3,3.4,38.4,108.9,-2.3,9.7,1.4,9.1,51.3,54.6,24.0,98.22,1,4,0
Rodney McGruder,MIA,Kansas State,USA,6.6,6.8,26,16.6,18,11,7,5.1,2.0,42.9,0.2,50.0,0.2,0.4,0.2,1.2,10.3,0,0,1.8,76.0,200,61,22.2,77.8,80.0,20.0,15.2,0.2,42.9,6.6,14.4,13.8,0.2,1.2,8.1,0.2,1.0,50.0,50.0,0.0,1.6,1.9,0.8,77.8,0.2,36.4,0.1,66.7,0.1,16.7,5.6,56.5,1.4,38.3,1.1,44.2,1.2,40.0,2.1,46.9,2.3,44.2,106.5,5.5,7.5,3.5,7.8,59.6,59.5,11.4,96.89,0,6,6
Ron Baker,NYK,Wichita State,USA,5.8,1.3,25,13.3,29,12,17,2.4,0.7,33.3,0.7,76.9,0.6,0.9,0.2,1.1,8.8,0,0,0.6,76.0,220,61,0.0,100.0,68.4,5.3,17.2,0.1,47.5,11.1,15.2,15.1,0.1,1.8,11.5,0.7,1.7,22.2,77.8,0.0,1.4,1.0,0.3,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,54.9,1.1,48.4,0.5,27.1,1.2,51.6,1.4,35.0,1.7,34.4,103.9,3.2,16.1,1.4,6.4,43.2,50.4,10.2,98.64,0,6,6
Rondae Hollis-Jefferson,BKN,Arizona,USA,11.9,8.8,23,28.2,68,26,42,13.9,5.0,24.1,3.7,78.8,1.8,1.0,0.7,2.1,28.9,12,0,-2.7,79.0,214,23,7.2,92.8,92.1,28.3,38.0,0.9,53.9,5.2,44.1,35.9,0.2,2.7,6.2,4.2,1.9,50.0,50.0,0.01,6.4,2.2,2.8,56.4,0.7,34.3,0.9,47.5,0.5,45.9,10.5,59.4,2.6,39.1,2.7,44.1,3.1,44.9,3.1,39.3,3.0,37.3,109.6,-3.7,14.3,5.0,17.5,48.1,54.8,21.7,101.18,1,2,1
Royce O'Neale,UTA,Baylor,USA,9.2,7.3,25,16.7,69,43,26,5.0,1.7,35.6,0.9,80.3,0.8,0.5,0.2,1.5,12.6,1,0,2.8,78.0,226,61,2.7,97.3,91.8,34.7,31.4,0.4,63.4,5.7,15.9,15.8,0.2,1.6,10.1,0.2,1.0,23.3,76.7,0.0,2.1,1.4,0.8,50.9,0.1,34.6,0.1,47.6,0.0,42.9,5.2,58.1,1.3,35.5,1.3,41.3,1.3,38.8,1.9,38.2,1.6,30.8,97.6,8.7,12.2,2.2,17.5,49.6,54.0,14.0,98.08,3,4,0
Rudy Gay,SAS,Connecticut,USA,12.5,12.8,31,21.6,57,36,21,11.5,4.4,31.4,2.0,77.2,1.4,0.8,0.7,1.7,22.6,1,0,1.4,80.0,230,8,22.3,77.7,84.0,32.0,34.7,0.7,55.5,5.7,27.3,22.2,0.2,1.5,5.6,1.0,1.6,60.0,40.0,0.05,3.9,2.6,1.8,64.6,0.6,38.9,0.9,50.0,0.4,44.4,7.3,60.2,1.6,41.9,1.8,47.2,1.5,38.9,2.0,32.2,2.7,38.4,103.9,2.5,9.7,6.0,17.5,50.6,54.5,23.7,97.08,3,8,2
Rudy Gobert,UTA,None,France,14.7,17.0,26,32.4,56,37,19,13.5,4.9,0.0,3.6,68.2,1.9,0.8,2.3,2.7,35.9,31,0,6.1,85.0,245,27,26.4,73.6,87.5,37.0,39.9,1.2,53.8,4.1,46.6,31.8,0.2,1.6,3.4,14.3,1.5,44.2,55.8,0.0,12.8,2.3,4.7,68.3,0.1,17.1,0.0,10.0,0.1,33.3,9.8,59.0,2.5,37.8,2.4,34.4,3.0,40.7,3.4,38.0,3.6,35.6,98.3,9.4,6.8,9.3,23.4,62.2,65.7,16.3,97.87,3,1,12
Russell Westbrook,OKC,UCLA,USA,18.6,16.4,29,36.4,80,47,33,25.4,9.5,29.8,5.2,73.7,4.8,1.8,0.3,2.5,54.3,59,25,4.8,75.0,200,4,18.6,81.4,84.3,43.1,21.5,0.8,60.1,7.3,62.3,77.3,1.0,12.0,19.2,0.4,3.3,44.4,55.6,0.06,1.9,1.6,5.0,58.0,0.3,38.6,1.0,37.6,1.6,39.3,13.7,62.4,2.5,39.9,2.2,41.3,1.8,37.4,5.3,37.8,4.1,36.6,105.6,6.6,46.4,4.8,22.6,47.7,52.4,32.6,99.59,1,1,12
Ryan Anderson,HOU,California,USA,7.7,3.6,30,26.1,66,52,14,9.3,3.1,38.6,1.1,77.4,0.6,0.4,0.3,1.9,18.1,2,0,3.8,82.0,240,21,21.3,78.7,83.4,32.7,43.8,0.5,56.2,6.1,22.0,18.4,0.1,1.0,4.7,2.5,0.6,50.0,50.0,0.09,4.8,2.1,0.7,59.0,0.0,9.1,0.1,53.8,0.3,56.7,11.3,64.5,1.9,40.4,1.4,36.5,1.4,38.1,2.9,38.0,3.4,36.1,106.9,6.9,5.0,5.4,13.9,56.8,59.2,14.1,99.5,3,4,0
Ryan Arcidiacono,CHI,Villanova,USA,5.7,7.8,24,12.7,24,6,18,2.0,0.7,29.0,0.2,83.3,0.5,0.5,0.0,0.8,6.5,0,0,-1.0,75.0,195,61,0.0,100.0,83.3,16.7,8.0,0.1,58.1,8.4,21.5,20.6,0.2,1.9,8.7,0.2,0.8,12.5,87.5,0.17,0.5,1.3,0.2,100.0,0.0,33.3,0.0,0.0,0.0,100.0,4.6,63.6,0.6,29.5,0.8,46.3,0.7,44.4,2.0,39.2,1.7,33.3,102.5,-2.3,16.1,0.3,7.7,52.4,55.0,8.1,100.14,0,0,11
Salah Mejri,DAL,None,Tunisia,10.3,10.8,32,11.9,61,21,40,3.5,1.4,0.0,0.6,57.6,0.6,0.4,1.1,2.0,12.9,1,0,0.3,86.0,235,61,7.9,92.1,90.6,31.3,49.2,0.4,54.7,5.1,13.7,8.0,0.0,0.6,4.3,5.2,0.6,54.5,45.5,0.18,5.0,1.1,1.4,70.4,0.1,40.0,0.0,0.0,0.0,25.0,3.4,57.9,1.0,41.2,1.1,48.0,0.8,32.6,1.5,37.5,1.6,36.6,103.1,2.0,7.1,11.3,21.6,64.2,64.4,12.6,96.86,3,8,2
Sam Dekker,LAC,Wisconsin,USA,7.9,8.3,24,12.1,73,36,37,4.2,1.8,16.7,0.5,66.1,0.5,0.3,0.1,1.0,8.7,0,0,0.8,81.0,230,18,15.5,84.5,75.5,22.3,33.3,0.3,53.2,6.3,13.7,10.0,0.1,0.7,4.8,0.7,0.6,45.9,54.1,0.0,2.3,1.1,1.4,64.4,0.1,45.0,0.0,50.0,0.0,22.2,4.6,62.6,0.7,31.4,0.9,43.0,1.0,37.0,1.3,37.0,1.5,32.5,102.5,4.2,5.9,5.0,13.6,51.4,53.4,14.8,103.18,3,8,2
Semi Ojeleye,BOS,Southern Methodist,USA,3.2,5.7,23,15.8,73,50,23,2.7,0.9,32.0,0.3,61.0,0.3,0.3,0.1,1.2,6.4,0,0,-2.5,79.0,235,37,4.0,96.0,88.1,25.0,35.6,0.3,56.3,8.7,16.8,10.1,0.2,0.4,2.6,0.6,0.6,44.0,56.0,0.1,2.6,1.8,0.3,47.6,0.0,12.5,0.0,50.0,0.0,25.0,6.0,60.2,1.2,37.1,0.7,40.5,1.3,41.9,1.4,35.5,2.1,35.5,103.6,-6.5,2.6,3.1,10.6,45.2,47.3,8.8,98.38,3,4,13
Serge Ibaka,TOR,None,Republic of t...,9.8,12.3,28,27.5,76,53,23,12.6,5.0,36.0,1.2,79.7,1.2,0.4,1.3,2.8,25.3,8,0,4.0,82.0,235,24,18.1,81.9,88.4,33.5,32.4,0.8,56.8,4.6,29.6,25.6,0.2,1.0,3.3,3.1,0.8,33.3,66.7,0.03,6.4,2.6,1.5,66.9,0.5,47.6,0.7,53.6,0.8,48.4,10.3,58.1,1.8,35.0,2.3,42.5,2.4,43.9,2.3,34.7,3.4,36.6,106.1,6.8,4.4,3.7,18.3,55.2,57.4,18.9,99.68,3,4,0
Shabazz Napier,POR,Connecticut,USA,9.9,10.6,26,20.7,74,46,28,8.7,3.0,37.6,1.6,84.1,1.2,1.1,0.2,1.1,17.1,0,0,1.1,73.0,175,24,10.8,89.2,95.2,28.6,11.8,0.5,46.1,9.4,25.7,29.7,0.2,2.3,9.1,0.3,2.0,40.7,59.3,0.03,1.9,1.7,0.8,50.0,0.1,24.0,0.2,39.5,0.5,47.1,6.9,54.2,1.4,44.2,1.4,37.4,1.9,45.0,2.2,35.3,2.5,38.5,103.6,2.4,14.9,1.7,9.0,49.7,54.4,19.2,97.3,3,4,0
Shaquille Harrison,PHX,Tulsa,USA,10.1,8.2,24,16.7,23,3,20,6.6,2.6,23.1,1.2,73.7,1.0,1.1,0.3,1.8,16.7,1,0,2.0,76.0,190,61,0.0,100.0,100.0,15.4,21.3,0.3,45.9,9.0,25.1,26.7,0.2,2.7,10.7,0.6,2.1,23.8,76.2,0.0,2.5,2.1,2.3,56.5,0.0,0.0,0.0,33.3,0.0,0.0,5.6,58.6,1.1,49.0,1.3,41.2,1.6,45.0,1.7,33.6,2.9,39.5,101.8,6.1,19.9,2.3,13.0,50.0,54.0,17.3,104.62,0,6,6
Shaun Livingston,GSW,None,USA,7.5,7.3,32,15.9,71,49,22,5.5,2.4,0.0,0.7,82.0,0.8,0.5,0.3,1.6,12.3,0,0,1.6,79.0,192,4,3.5,96.5,83.7,23.3,25.2,0.3,53.9,9.1,26.0,26.4,0.4,2.4,9.4,0.9,0.8,33.3,66.7,0.0,2.2,1.3,0.9,67.0,0.4,50.0,0.9,44.3,0.3,38.8,5.6,59.1,1.1,35.2,1.2,37.6,1.1,35.5,1.3,33.7,2.1,35.4,102.2,5.8,16.9,3.3,8.0,50.1,53.3,16.5,100.22,3,4,0
Shelvin Mack,ORL,Butler,USA,10.3,7.7,28,19.8,69,21,48,6.9,2.6,34.5,1.0,71.1,1.3,0.8,0.1,1.3,17.1,1,0,-1.1,75.0,203,34,1.2,98.8,89.8,13.6,10.8,0.3,54.4,9.9,34.1,37.4,0.5,4.6,13.6,0.4,1.6,39.6,60.4,0.04,2.1,2.4,1.2,61.4,0.3,33.9,0.2,28.9,0.2,45.2,7.3,59.4,1.1,34.4,1.3,49.2,1.4,38.2,2.1,36.7,2.7,36.5,105.7,-2.7,30.8,1.6,10.2,48.8,51.8,17.5,97.72,1,2,1
Sindarius Thornwell,LAC,South Carolina,USA,4.5,3.2,23,15.8,73,36,37,3.9,1.4,37.7,0.8,67.0,0.7,0.7,0.3,1.7,9.8,0,0,-1.4,77.0,215,48,1.9,98.1,76.7,11.0,30.0,0.4,49.8,8.2,12.8,12.7,0.1,1.1,8.5,0.3,1.1,35.6,64.4,0.05,2.4,1.9,0.8,45.6,0.2,37.9,0.1,50.0,0.0,28.6,6.0,61.0,1.2,39.8,1.0,35.6,1.2,34.4,2.0,38.3,2.2,35.3,105.4,-2.4,8.1,2.8,8.6,47.9,51.9,11.8,101.64,3,4,13
